session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd
1039,31/05/2023,Canada,Desktop,Direct,Books,3,3.95,0,0,0.00
1040,14/10/2023,India,Desktop,Organic Search,Books,4,6.7,0,1,86.46
1041,28/10/2023,Germany,Tablet,Direct,Home,5,5.7,0,0,0.00
1042,15/10/2024,India,Mobile,Referral,Fashion,3,6.38,1,1,71.66
1043,17/12/2023,Germany,Desktop,Organic Search,Fashion,4,7.05,1,0,0.00
1044,01/06/2023,Australia,Desktop,Organic Search,Electronics,6,3.64,0,0,0.00
1045,25/02/2024,USA,Tablet,Email,Books,7,8.31,1,1,91.88
1046,10/12/2024,UK,Desktop,Direct,Electronics,3,3.98,1,1,51.12
1047,24/10/2024,Canada,Mobile,Referral,Fashion,3,7.44,0,0,0.00
1048,13/01/2024,Australia,Desktop,Organic Search,Sports,10,5.76,0,1,68.99
1049,24/09/2023,Canada,Mobile,Email,Books,4,3.27,1,0,0.00
1050,17/12/2024,USA,Mobile,Social Media,Home,10,7.65,0,0,0.00
1051,02/10/2023,UK,Desktop,Direct,Books,8,5.49,0,0,0.00
1052,14/11/2024,UK,Desktop,Email,Home,5,7.59,0,0,0.00
1053,29/10/2023,USA,Mobile,Paid Ads,Fashion,4,4.47,1,0,0.00
1054,26/07/2023,Canada,Mobile,Paid Ads,Electronics,7,7.76,0,0,0.00
1055,28/05/2024,USA,Desktop,Email,Home,4,4.98,0,0,0.00
1056,14/07/2024,Germany,Mobile,Referral,Home,4,1,1,1,116.63
1057,23/04/2023,USA,Desktop,Social Media,Beauty,6,7.84,0,1,168.55
1058,08/11/2024,UK,Mobile,Organic Search,Fashion,7,6.57,0,0,0.00
1059,26/12/2023,Australia,Desktop,Direct,Books,7,5.49,1,1,199.65
1060,27/12/2024,Canada,Mobile,Paid Ads,Home,8,3.87,0,1,83.81
1061,26/01/2023,USA,Mobile,Direct,Fashion,4,5.9,0,0,0.00
1062,15/10/2024,UK,Desktop,Referral,Electronics,5,7.17,1,0,0.00
1063,04/08/2023,Australia,Desktop,Social Media,Fashion,7,8.85,1,0,0.00
1064,23/01/2023,India,Desktop,Email,Sports,6,8.04,0,1,60.33
1065,18/09/2023,Australia,Tablet,Paid Ads,Electronics,8,6.52,1,1,40.71
1066,16/09/2023,Germany,Mobile,Paid Ads,Electronics,7,3.23,1,1,61.07
1067,05/08/2023,India,Mobile,Paid Ads,Fashion,7,7.68,1,0,0.00
1068,20/03/2023,USA,Desktop,Social Media,Books,4,10.14,0,1,58.23
1069,18/03/2023,Australia,Tablet,Organic Search,Sports,5,4.21,1,0,0.00
1070,29/11/2023,Canada,Desktop,Organic Search,Electronics,5,4.21,1,1,100.88
1071,22/05/2024,India,Mobile,Direct,Beauty,4,7.97,1,0,0.00
1072,10/08/2023,USA,Mobile,Social Media,Electronics,9,6.21,0,0,0.00
1073,16/11/2023,India,Desktop,Organic Search,Fashion,7,5.97,0,0,0.00
1074,25/11/2024,Canada,Desktop,Direct,Beauty,7,7.31,1,1,181.24
1075,26/11/2024,Germany,Mobile,Email,Books,5,6.84,1,0,0.00
1076,21/11/2024,Germany,Mobile,Social Media,Fashion,9,1.62,0,1,16.89
1077,04/01/2024,USA,Desktop,Social Media,Beauty,8,2,0,0,0.00
1078,09/08/2023,USA,Mobile,Referral,Sports,5,5.79,0,0,0.00
1079,26/03/2023,Canada,Mobile,Direct,Home,5,6.2,0,0,0.00
1080,25/06/2024,Germany,Desktop,Referral,Beauty,3,7.23,0,0,0.00
1081,15/10/2024,India,Mobile,Social Media,Beauty,6,7.4,1,0,0.00
1082,29/08/2023,USA,Desktop,Paid Ads,Books,6,5.23,1,1,100.19
1083,29/05/2023,Canada,Mobile,Direct,Sports,9,6.35,1,0,0.00
1084,10/06/2023,India,Desktop,Direct,Home,3,5.82,0,0,0.00
1085,18/01/2023,Germany,Tablet,Email,Home,3,9.22,1,0,0.00
1086,23/05/2024,Canada,Tablet,Social Media,Beauty,9,5.45,0,0,0.00
1087,14/01/2024,UK,Mobile,Organic Search,Home,7,4.5,0,0,0.00
1088,21/08/2023,Canada,Mobile,Organic Search,Home,11,4.2,0,1,47.51
1089,14/01/2023,India,Desktop,Referral,Home,4,7.26,0,1,34.42
1090,21/06/2023,Canada,Mobile,Paid Ads,Electronics,8,5.12,1,1,7.11
1091,05/11/2024,USA,Tablet,Paid Ads,Home,4,6.96,1,0,0.00
1092,08/04/2023,Canada,Tablet,Organic Search,Fashion,2,6.29,0,0,0.00
1093,27/11/2024,Canada,Desktop,Social Media,Fashion,6,7.62,0,0,0.00
1094,30/06/2023,USA,Mobile,Referral,Home,5,7.57,1,0,0.00
1095,30/06/2023,Australia,Tablet,Social Media,Sports,11,9.08,1,1,46.93
1096,06/11/2023,India,Tablet,Direct,Home,7,9.91,0,0,0.00
1097,22/05/2024,Canada,Tablet,Paid Ads,Sports,2,4.01,0,0,0.00
1098,31/10/2023,USA,Desktop,Referral,Home,3,3.39,0,1,42.53
1099,11/09/2024,USA,Desktop,Organic Search,Electronics,8,8.16,0,0,0.00
1100,15/07/2023,India,Mobile,Referral,Fashion,8,5.83,1,1,48.19
1101,25/11/2024,India,Tablet,Email,Electronics,8,9.09,1,1,28.02
1102,17/06/2024,UK,Tablet,Paid Ads,Fashion,6,3.46,0,0,0.00
1103,15/02/2023,UK,Tablet,Paid Ads,Home,3,7.86,1,1,78.97
1104,25/03/2023,India,Mobile,Paid Ads,Sports,6,5.14,1,1,162.65
1105,30/03/2023,Australia,Mobile,Organic Search,Sports,6,8.85,1,0,0.00
1106,23/07/2024,UK,Mobile,Social Media,Books,10,8.83,0,1,52.64
1107,16/05/2024,Australia,Desktop,Referral,Electronics,5,5.11,1,0,0.00
1108,14/10/2024,UK,Desktop,Social Media,Fashion,4,4.41,1,1,203.64
1109,26/12/2024,USA,Tablet,Email,Books,5,6.54,0,0,0.00
1110,17/08/2023,Germany,Tablet,Social Media,Fashion,6,7.8,1,0,0.00
1111,25/05/2024,Australia,Tablet,Direct,Sports,1,5.94,0,0,0.00
1112,21/12/2024,UK,Mobile,Direct,Sports,10,5.2,0,0,0.00
1113,29/09/2024,USA,Desktop,Social Media,Books,8,6.22,1,1,54.58
1114,04/11/2023,Australia,Desktop,Paid Ads,Fashion,4,6.52,1,1,25.85
1115,18/04/2023,Australia,Mobile,Direct,Sports,4,4.02,1,0,0.00
1116,17/07/2023,Germany,Tablet,Organic Search,Fashion,5,2.86,0,0,0.00
1117,03/09/2023,Canada,Desktop,Referral,Fashion,7,6.76,0,0,0.00
1118,05/12/2024,Australia,Tablet,Organic Search,Beauty,12,5.67,1,0,0.00
1119,17/04/2023,USA,Desktop,Direct,Electronics,10,8.97,0,1,29.11
1120,10/06/2024,USA,Desktop,Social Media,Fashion,3,7.37,0,0,0.00
1121,27/06/2024,Australia,Mobile,Direct,Books,6,7.56,1,1,44.09
1122,02/12/2024,Australia,Tablet,Social Media,Beauty,9,4.47,1,1,60.61
1123,29/07/2023,India,Desktop,Paid Ads,Fashion,6,7.45,0,1,124.95
1124,09/02/2023,Australia,Mobile,Social Media,Home,4,8.5,0,1,13.51
1125,22/08/2023,India,Tablet,Organic Search,Electronics,8,5.23,0,1,38.66
1126,19/10/2023,Germany,Desktop,Direct,Beauty,12,7.93,1,1,123.91
1127,06/09/2024,USA,Desktop,Email,Beauty,8,4.9,0,0,0.00
1128,26/09/2024,UK,Tablet,Email,Electronics,4,4.35,1,0,0.00
1129,23/07/2024,Germany,Tablet,Direct,Books,4,6.48,0,0,0.00
1130,09/06/2023,USA,Mobile,Email,Electronics,6,6.45,1,1,7.24
1131,05/01/2024,India,Desktop,Organic Search,Home,8,3.27,1,0,0.00
1132,13/07/2024,UK,Mobile,Organic Search,Home,7,3.21,1,0,0.00
1133,12/03/2024,USA,Desktop,Paid Ads,Books,6,9.96,0,1,17.23
1134,16/12/2024,India,Tablet,Organic Search,Home,16,7.46,0,1,16.99
1135,15/07/2024,Canada,Tablet,Email,Books,1,7.08,0,0,0.00
1136,04/12/2023,India,Desktop,Direct,Fashion,4,9.84,0,0,0.00
1137,11/12/2023,Canada,Desktop,Paid Ads,Electronics,5,7,1,1,65.19
1138,19/10/2023,India,Desktop,Paid Ads,Fashion,2,8.25,1,0,0.00
1139,12/08/2023,Germany,Tablet,Referral,Books,8,7.35,0,1,35.23
1140,30/10/2023,Australia,Tablet,Social Media,Books,4,5.82,1,1,26.45
1141,25/10/2024,UK,Desktop,Paid Ads,Electronics,9,2.8,1,0,0.00
1142,13/09/2024,India,Desktop,Referral,Sports,2,6.33,0,0,0.00
1143,06/08/2023,Germany,Mobile,Organic Search,Home,7,5.94,0,0,0.00
1144,03/03/2024,India,Desktop,Organic Search,Home,8,8.26,0,0,0.00
1145,01/12/2024,Australia,Tablet,Referral,Beauty,6,3.71,1,0,0.00
1146,16/11/2023,USA,Mobile,Organic Search,Fashion,9,8.92,0,1,66.79
1147,30/07/2023,USA,Tablet,Social Media,Electronics,5,6.52,1,0,0.00
1148,02/01/2023,Germany,Mobile,Social Media,Beauty,8,2.98,1,0,0.00
1149,15/04/2023,Germany,Desktop,Direct,Home,13,5.27,0,0,0.00
1150,14/07/2024,India,Tablet,Referral,Beauty,5,6.44,1,0,0.00
1151,15/03/2023,USA,Desktop,Email,Home,7,6.39,0,0,0.00
1152,05/02/2023,USA,Desktop,Organic Search,Home,5,9.35,0,0,0.00
1153,16/12/2024,Germany,Desktop,Social Media,Fashion,4,6.36,1,0,0.00
1154,26/02/2023,UK,Tablet,Organic Search,Fashion,10,4.09,0,0,0.00
1155,29/12/2024,Australia,Tablet,Organic Search,Electronics,6,6.77,1,0,0.00
1156,16/01/2023,Australia,Desktop,Referral,Beauty,4,8.24,0,0,0.00
1157,05/02/2023,Canada,Mobile,Referral,Electronics,4,5.16,0,0,0.00
1158,11/05/2023,Germany,Tablet,Email,Sports,11,4.92,0,0,0.00
1159,05/04/2023,Australia,Desktop,Referral,Fashion,5,5.14,1,1,55.09
1160,19/10/2023,Germany,Desktop,Organic Search,Beauty,3,8.48,1,0,0.00
1161,24/12/2024,Australia,Mobile,Referral,Sports,7,6.05,0,1,23.90
1162,15/09/2023,Canada,Tablet,Direct,Sports,9,3.81,0,1,3.01
1163,04/01/2023,USA,Mobile,Email,Fashion,10,6.65,0,0,0.00
1164,31/10/2024,USA,Mobile,Paid Ads,Fashion,6,5.76,0,0,0.00
1165,16/12/2023,India,Desktop,Organic Search,Books,5,4.89,0,0,0.00
1166,26/01/2023,Germany,Mobile,Direct,Fashion,10,9.16,1,1,73.09
1167,27/11/2024,Canada,Desktop,Social Media,Books,6,4.7,0,0,0.00
1168,27/10/2024,India,Mobile,Email,Sports,7,7.31,1,1,35.89
1169,19/06/2023,Germany,Tablet,Social Media,Home,5,9.06,1,1,59.39
1170,03/01/2023,Canada,Desktop,Organic Search,Books,10,4.22,1,1,28.34
1171,21/01/2023,Canada,Tablet,Referral,Beauty,7,4.61,1,1,20.15
1172,13/03/2023,India,Desktop,Paid Ads,Fashion,4,5.28,1,0,0.00
1173,09/02/2024,Canada,Tablet,Referral,Electronics,8,5.26,0,1,57.32
1174,10/06/2023,India,Tablet,Organic Search,Home,11,7.5,1,0,0.00
1175,12/02/2023,Canada,Desktop,Email,Home,4,6.35,0,0,0.00
1176,07/06/2024,Germany,Tablet,Email,Sports,5,4.3,0,0,0.00
1177,03/02/2024,Canada,Desktop,Organic Search,Fashion,7,9.09,0,1,102.98
1178,07/08/2024,UK,Desktop,Paid Ads,Sports,4,4.95,1,0,0.00
1179,11/09/2023,Canada,Tablet,Direct,Beauty,6,6.63,0,0,0.00
1180,21/07/2023,India,Desktop,Social Media,Books,5,4.3,1,1,69.34
1181,06/05/2024,USA,Mobile,Direct,Beauty,9,3.79,0,0,0.00
1182,10/06/2024,UK,Desktop,Organic Search,Home,9,6.87,0,1,46.39
1183,14/09/2024,UK,Desktop,Social Media,Beauty,11,3.77,0,0,0.00
1184,10/12/2023,Australia,Tablet,Organic Search,Fashion,6,8.34,0,0,0.00
1185,09/03/2024,USA,Desktop,Direct,Beauty,7,6.83,0,0,0.00
1186,03/02/2024,UK,Desktop,Direct,Beauty,9,7.23,0,0,0.00
1187,07/01/2024,Canada,Tablet,Organic Search,Fashion,5,4.5,1,1,34.85
1188,05/09/2024,Germany,Mobile,Email,Books,7,3.75,1,0,0.00
1189,06/01/2023,Germany,Tablet,Social Media,Electronics,4,7.29,0,1,75.61
1190,04/08/2024,Canada,Mobile,Organic Search,Home,4,3.7,1,0,0.00
1191,25/07/2023,Australia,Tablet,Email,Fashion,6,9.79,0,0,0.00
1192,23/04/2023,Canada,Tablet,Organic Search,Fashion,8,3.4,1,0,0.00
1193,22/04/2024,USA,Mobile,Organic Search,Fashion,7,3.51,1,0,0.00
1194,16/06/2024,India,Desktop,Organic Search,Home,7,10,1,1,25.70
1195,30/05/2024,Australia,Mobile,Social Media,Home,6,6.3,0,0,0.00
1196,02/04/2024,Germany,Tablet,Email,Books,8,5.49,0,0,0.00
1197,18/12/2024,India,Tablet,Organic Search,Fashion,7,6.26,1,1,130.29
1198,12/12/2023,UK,Desktop,Referral,Beauty,4,8.19,0,0,0.00
1199,25/03/2024,USA,Desktop,Referral,Sports,4,6.04,0,0,0.00
1200,18/10/2024,UK,Desktop,Paid Ads,Home,8,4.93,0,1,32.68
1201,12/04/2023,Australia,Tablet,Organic Search,Home,6,5.21,0,0,0.00
1202,29/08/2023,India,Desktop,Organic Search,Fashion,7,6.17,0,1,47.20
1203,01/05/2024,Canada,Mobile,Paid Ads,Books,8,3,0,0,0.00
1204,23/12/2024,USA,Tablet,Paid Ads,Home,7,5.13,1,0,0.00
1205,14/01/2023,Australia,Desktop,Referral,Electronics,7,5.93,1,0,0.00
1206,26/04/2023,Australia,Mobile,Email,Fashion,9,5.45,0,0,0.00
1207,02/10/2023,Australia,Mobile,Referral,Electronics,9,8.25,0,0,0.00
1208,20/07/2024,USA,Desktop,Referral,Home,4,6.21,0,0,0.00
1209,02/02/2023,Australia,Tablet,Direct,Home,7,5.46,1,0,0.00
1210,08/05/2023,Germany,Desktop,Social Media,Beauty,6,2.82,0,1,103.58
1211,10/07/2023,UK,Mobile,Email,Home,6,6.27,0,0,0.00
1212,29/08/2023,Australia,Tablet,Referral,Beauty,10,1.21,0,1,77.54
1213,11/02/2024,Canada,Mobile,Organic Search,Sports,4,5.87,1,1,45.99
1214,06/12/2024,Australia,Desktop,Referral,Books,6,2,1,1,37.86
1215,18/05/2023,Canada,Tablet,Social Media,Home,7,5.5,0,0,0.00
1216,19/08/2023,Australia,Mobile,Email,Electronics,8,7.8,1,0,0.00
1217,19/01/2024,UK,Desktop,Direct,Home,7,3.98,0,0,0.00
1218,21/08/2024,UK,Desktop,Direct,Books,6,5.86,0,0,0.00
1219,15/01/2023,Australia,Desktop,Paid Ads,Fashion,5,4.1,0,0,0.00
1220,28/11/2024,Canada,Mobile,Organic Search,Sports,6,5.11,1,1,98.75
1221,18/03/2023,Germany,Tablet,Social Media,Books,8,2.29,1,0,0.00
1222,22/07/2023,USA,Tablet,Organic Search,Books,7,3.25,0,0,0.00
1223,16/01/2024,Germany,Desktop,Social Media,Beauty,10,5.14,1,0,0.00
1224,11/06/2023,Germany,Desktop,Direct,Electronics,6,5.08,0,1,97.75
1225,24/10/2024,Canada,Tablet,Referral,Fashion,6,2.67,1,0,0.00
1226,10/08/2024,UK,Tablet,Direct,Fashion,4,8.11,1,0,0.00
1227,22/04/2023,Australia,Tablet,Direct,Beauty,4,7.89,1,0,0.00
1228,23/03/2023,Australia,Desktop,Referral,Home,3,5.41,0,0,0.00
1229,03/11/2023,USA,Tablet,Referral,Fashion,5,5.81,1,1,57.92
1230,01/04/2024,UK,Mobile,Email,Fashion,6,6.39,1,0,0.00
1231,24/09/2024,Australia,Desktop,Direct,Sports,8,3.98,0,0,0.00
1232,03/05/2024,USA,Tablet,Social Media,Books,5,6.17,0,0,0.00
1233,20/08/2024,India,Mobile,Social Media,Fashion,6,8.28,0,0,0.00
1234,12/12/2023,Australia,Desktop,Email,Home,5,7.65,1,0,0.00
1235,30/03/2023,UK,Desktop,Referral,Home,8,8.24,0,0,0.00
1236,21/04/2024,Germany,Mobile,Email,Electronics,7,8.65,0,1,9.94
1237,18/02/2023,Australia,Tablet,Referral,Sports,7,9.74,1,0,0.00
1238,08/10/2024,India,Desktop,Paid Ads,Sports,7,6.58,1,0,0.00
1239,25/06/2023,India,Tablet,Email,Sports,4,7.52,1,0,0.00
1240,10/06/2024,UK,Desktop,Organic Search,Fashion,8,1.49,1,1,61.84
1241,02/09/2023,USA,Mobile,Social Media,Beauty,9,4.79,0,0,0.00
1242,19/10/2023,Canada,Desktop,Paid Ads,Home,6,9.13,1,0,0.00
1243,13/06/2023,Australia,Mobile,Organic Search,Beauty,2,5.84,0,1,119.78
1244,15/05/2024,UK,Tablet,Paid Ads,Home,9,4.55,1,0,0.00
1245,13/04/2024,Australia,Mobile,Organic Search,Beauty,11,5.37,1,0,0.00
1246,30/11/2023,UK,Mobile,Paid Ads,Sports,4,5.92,1,0,0.00
1247,04/08/2024,USA,Desktop,Organic Search,Fashion,2,2.64,1,0,0.00
1248,30/06/2024,Canada,Desktop,Direct,Beauty,8,3.64,1,0,0.00
1249,13/04/2023,Germany,Desktop,Email,Beauty,6,5.61,1,0,0.00
1250,22/11/2023,India,Mobile,Referral,Fashion,6,8.24,0,0,0.00
1251,02/09/2023,Australia,Desktop,Organic Search,Home,7,5.61,0,0,0.00
1252,20/11/2023,Canada,Mobile,Organic Search,Books,9,5.13,0,0,0.00
1253,31/03/2024,India,Tablet,Direct,Fashion,5,5,0,1,141.36
1254,07/02/2024,USA,Tablet,Social Media,Home,5,6.36,1,1,83.48
1255,04/10/2023,USA,Mobile,Email,Sports,5,5.48,1,0,0.00
1256,29/06/2023,Canada,Desktop,Paid Ads,Electronics,6,4.88,1,0,0.00
1257,09/06/2023,India,Desktop,Social Media,Beauty,4,7.23,1,1,58.07
1258,10/04/2024,Australia,Tablet,Referral,Sports,7,2.02,1,1,31.28
1259,24/12/2023,UK,Desktop,Direct,Fashion,4,6.4,1,0,0.00
1260,17/11/2023,UK,Desktop,Social Media,Fashion,4,7.85,0,0,0.00
1261,21/10/2023,USA,Desktop,Organic Search,Fashion,7,9.21,0,0,0.00
1262,18/03/2024,USA,Tablet,Paid Ads,Fashion,7,5.39,0,0,0.00
1263,03/05/2023,Australia,Mobile,Referral,Sports,8,5.9,0,0,0.00
1264,24/11/2024,USA,Mobile,Social Media,Books,9,10.36,1,1,49.49
1265,02/01/2023,Australia,Mobile,Email,Books,7,8.29,1,1,262.22
1266,06/10/2023,UK,Tablet,Referral,Electronics,5,8.11,0,0,0.00
1267,23/05/2024,Canada,Mobile,Direct,Electronics,10,5.84,1,1,53.75
1268,26/09/2023,Australia,Mobile,Organic Search,Books,8,6.24,1,0,0.00
1269,16/04/2023,India,Desktop,Email,Beauty,7,5.59,1,1,138.54
1270,07/04/2024,India,Tablet,Social Media,Beauty,7,4.89,1,1,40.41
1271,18/12/2023,Australia,Mobile,Paid Ads,Books,9,4.75,0,1,23.68
1272,19/06/2023,Australia,Tablet,Organic Search,Home,6,6.47,1,0,0.00
1273,01/03/2024,Germany,Tablet,Organic Search,Books,5,4.75,1,1,34.67
1274,07/07/2023,Canada,Desktop,Referral,Sports,4,8.2,0,0,0.00
1275,18/10/2024,Australia,Mobile,Email,Electronics,5,4.36,0,1,180.84
1276,06/03/2023,Canada,Tablet,Referral,Electronics,8,3.32,0,0,0.00
1277,30/03/2023,UK,Mobile,Organic Search,Beauty,5,4.23,1,1,71.04
1278,25/03/2024,USA,Tablet,Paid Ads,Home,3,6.95,0,0,0.00
1279,28/01/2024,Canada,Mobile,Social Media,Books,4,6.44,0,0,0.00
1280,08/09/2024,Germany,Desktop,Paid Ads,Electronics,6,5.46,0,0,0.00
1281,29/01/2023,Canada,Desktop,Paid Ads,Books,4,5.4,1,0,0.00
1282,26/06/2024,Germany,Desktop,Paid Ads,Electronics,9,5.32,0,0,0.00
1283,18/10/2024,India,Tablet,Organic Search,Electronics,4,4.78,0,0,0.00
1284,06/07/2024,Canada,Tablet,Email,Fashion,6,7.19,0,0,0.00
1285,30/04/2023,India,Tablet,Organic Search,Books,4,7.43,0,0,0.00
1286,29/12/2023,Australia,Mobile,Social Media,Books,5,2.34,0,0,0.00
1287,01/06/2024,USA,Desktop,Social Media,Home,6,7.27,1,1,26.47
1288,24/02/2024,Germany,Mobile,Organic Search,Fashion,6,7.5,1,1,40.68
1289,20/08/2023,India,Desktop,Social Media,Books,5,3.36,0,0,0.00
1290,03/08/2024,UK,Desktop,Direct,Electronics,6,6.72,0,1,21.59
1291,26/06/2024,India,Mobile,Organic Search,Fashion,4,9.63,1,0,0.00
1292,11/11/2024,Australia,Tablet,Paid Ads,Home,7,5.02,0,0,0.00
1293,12/08/2024,UK,Desktop,Referral,Home,4,5.47,1,1,48.45
1294,13/04/2024,Australia,Mobile,Social Media,Home,8,6.4,0,0,0.00
1295,01/04/2023,USA,Mobile,Email,Beauty,4,7.7,1,0,0.00
1296,02/01/2024,Germany,Desktop,Email,Books,2,7.59,0,0,0.00
1297,04/08/2023,Germany,Desktop,Direct,Fashion,7,7.74,0,0,0.00
1298,03/02/2024,India,Mobile,Direct,Books,8,9.69,0,1,175.16
1299,28/03/2023,India,Mobile,Organic Search,Beauty,9,5.87,1,0,0.00
1300,28/12/2024,Canada,Desktop,Referral,Books,7,3.48,0,0,0.00
1301,28/03/2024,Germany,Mobile,Referral,Beauty,8,6.1,0,0,0.00
1302,29/01/2023,UK,Tablet,Organic Search,Books,6,8.87,1,0,0.00
1303,28/10/2023,Australia,Mobile,Email,Beauty,3,8.24,1,0,0.00
1304,11/12/2023,India,Desktop,Email,Electronics,12,3.39,0,1,76.74
1305,14/09/2024,India,Desktop,Direct,Home,7,7.69,1,0,0.00
1306,26/08/2024,India,Tablet,Direct,Sports,6,4.12,1,1,7.57
1307,15/09/2023,Australia,Tablet,Direct,Sports,6,3.23,1,0,0.00
1308,15/01/2024,USA,Tablet,Social Media,Sports,5,5.69,0,0,0.00
1309,02/02/2023,Canada,Tablet,Direct,Sports,8,6.18,1,0,0.00
1310,21/12/2024,India,Desktop,Direct,Books,5,3.96,0,0,0.00
1311,27/04/2024,USA,Desktop,Social Media,Books,8,5.24,0,0,0.00
1312,30/07/2023,Australia,Tablet,Email,Fashion,9,5.28,0,0,0.00
1313,12/02/2023,Canada,Tablet,Organic Search,Electronics,2,6.36,0,0,0.00
1314,23/07/2023,Australia,Mobile,Referral,Beauty,6,4.49,0,0,0.00
1315,26/10/2023,Germany,Mobile,Organic Search,Beauty,9,6.31,0,0,0.00
1316,01/07/2024,UK,Mobile,Social Media,Home,3,6.9,1,0,0.00
1317,12/06/2024,India,Tablet,Paid Ads,Sports,6,4.82,0,0,0.00
1318,20/10/2024,Australia,Desktop,Email,Fashion,3,5.05,0,0,0.00
1319,22/05/2024,India,Desktop,Email,Sports,12,4.7,0,1,24.11
1320,07/05/2024,Germany,Mobile,Email,Beauty,6,6.53,0,0,0.00
1321,03/03/2023,UK,Mobile,Email,Books,9,5.74,1,0,0.00
1322,24/02/2024,Australia,Mobile,Organic Search,Beauty,6,4.39,0,0,0.00
1323,01/02/2024,Germany,Mobile,Referral,Sports,4,5.9,1,0,0.00
1324,14/05/2024,India,Mobile,Referral,Sports,6,3.27,1,1,116.81
1325,16/06/2023,Australia,Desktop,Referral,Sports,3,4.49,0,0,0.00
1326,08/03/2023,USA,Tablet,Direct,Beauty,5,5.8,1,0,0.00
1327,21/07/2023,UK,Desktop,Organic Search,Fashion,7,3.33,1,1,148.67
1328,30/10/2024,Germany,Desktop,Referral,Sports,7,5.06,0,0,0.00
1329,18/01/2024,Canada,Desktop,Direct,Books,8,5.36,1,1,52.97
1330,04/11/2023,UK,Tablet,Email,Electronics,8,4.73,1,0,0.00
1331,03/05/2023,India,Tablet,Paid Ads,Electronics,12,7.59,1,1,117.54
1332,07/03/2023,UK,Desktop,Direct,Home,7,6.09,0,0,0.00
1333,26/01/2024,Canada,Tablet,Social Media,Books,5,6.14,0,1,271.87
1334,22/04/2023,India,Mobile,Paid Ads,Beauty,6,5.08,0,0,0.00
1335,26/08/2023,USA,Tablet,Direct,Books,9,2.77,1,0,0.00
1336,01/04/2024,Germany,Mobile,Social Media,Sports,5,3.29,0,0,0.00
1337,27/02/2024,USA,Mobile,Organic Search,Beauty,4,5.85,1,0,0.00
1338,30/08/2023,USA,Desktop,Paid Ads,Books,9,6.02,1,0,0.00
1339,23/04/2024,UK,Mobile,Email,Electronics,5,3.67,1,0,0.00
1340,07/08/2024,Australia,Tablet,Referral,Electronics,4,7.21,1,0,0.00
1341,17/08/2024,Germany,Desktop,Direct,Sports,8,5.44,0,0,0.00
1342,22/11/2024,Canada,Mobile,Email,Electronics,7,3.5,0,0,0.00
1343,18/09/2023,Canada,Tablet,Organic Search,Sports,7,4.64,0,0,0.00
1344,08/01/2023,Germany,Tablet,Email,Sports,6,7.99,0,0,0.00
1345,26/05/2024,USA,Tablet,Referral,Fashion,8,5.32,0,1,161.36
1346,31/10/2023,Australia,Mobile,Organic Search,Beauty,9,1,0,0,0.00
1347,12/09/2023,Australia,Tablet,Referral,Home,7,6.7,1,0,0.00
1348,09/03/2024,Canada,Desktop,Email,Sports,5,5,1,1,12.29
1349,29/07/2023,Australia,Mobile,Social Media,Beauty,10,8.22,1,1,49.13
1350,19/05/2023,UK,Desktop,Email,Fashion,7,5.04,1,1,145.38
1351,18/03/2024,USA,Desktop,Referral,Books,6,8.58,0,1,89.74
1352,02/06/2024,Australia,Tablet,Social Media,Books,9,7.02,1,1,51.91
1353,17/03/2023,Canada,Desktop,Direct,Books,5,7.57,1,0,0.00
1354,19/12/2024,Canada,Tablet,Paid Ads,Fashion,5,9.31,1,0,0.00
1355,17/03/2024,USA,Tablet,Direct,Home,9,4.49,1,0,0.00
1356,03/03/2024,Australia,Desktop,Direct,Fashion,10,6.24,0,0,0.00
1357,24/03/2023,Australia,Tablet,Paid Ads,Sports,6,3.77,0,0,0.00
1358,06/12/2024,Canada,Tablet,Direct,Home,4,3.69,1,1,140.75
1359,10/02/2024,Australia,Mobile,Social Media,Sports,8,4.51,0,0,0.00
1360,12/08/2023,Germany,Tablet,Referral,Books,6,5.2,0,0,0.00
1361,15/12/2024,Australia,Desktop,Direct,Books,3,6.15,0,0,0.00
1362,29/10/2023,Canada,Desktop,Email,Electronics,7,4.71,0,0,0.00
1363,24/11/2023,Canada,Mobile,Organic Search,Beauty,8,6.92,0,0,0.00
1364,29/04/2023,USA,Mobile,Direct,Electronics,4,9.92,1,1,103.04
1365,06/05/2023,USA,Desktop,Paid Ads,Home,5,5.14,0,0,0.00
1366,22/11/2023,Australia,Desktop,Paid Ads,Electronics,7,2.06,1,0,0.00
1367,29/08/2024,Australia,Desktop,Paid Ads,Sports,5,8.65,0,1,30.50
1368,11/11/2023,India,Desktop,Email,Electronics,10,7.81,0,0,0.00
1369,22/09/2023,Canada,Tablet,Direct,Sports,7,9.1,1,1,39.20
1370,10/05/2024,USA,Tablet,Direct,Sports,3,4.08,0,0,0.00
1371,28/04/2023,Germany,Mobile,Referral,Books,7,6.62,0,0,0.00
1372,14/12/2023,UK,Tablet,Direct,Electronics,9,5.83,1,0,0.00
1373,22/04/2024,Germany,Desktop,Email,Books,10,7.49,1,0,0.00
1374,14/07/2023,UK,Tablet,Organic Search,Electronics,9,7.64,1,0,0.00
1375,05/10/2023,Australia,Desktop,Paid Ads,Sports,4,9.42,1,1,140.35
